SAISON,COMMUNE,NOM_DU_TIERS,NOM_EMS,MT_TARIF_ANNUEL,NB_SEMAINES_FONCTIONNEMENT_ANNUEL,NB_JEUNE_INSCRIT,NB_FILLES_INSCRITES,NB_PLAQUETTE_CG33,NB_JEUNES_6_7_ans,NB_JEUNES_8_9_ans,NB_JEUNES_10_11_ans
Saison sportive non renseignée,LANTON,COMMUNE DE LANTON,Ecole Lanton Blagon,0,30,0,0,0,0,0,0
Saison sportive non renseignée,LANTON,COMMUNE DE LANTON,EMS LANTON,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LARUSCADE,COMMUNE DE LARUSCADE,EMS LARUSCADE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LARUSCADE,COMMUNE DE LARUSCADE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LARUSCADE,COMMUNE DE LARUSCADE,Ecole Laruscade,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LATRESNE,CDC PORTES ENTRE DEUX MERS,EMS CDC ENTRE 2 MERS La Tresne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LATRESNE,CDC PORTES ENTRE DEUX MERS,Ecole CDC Entre 2 mers St Caprais,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LATRESNE,CDC PORTES ENTRE DEUX MERS,Ecole CDC Entre 2 mers La Tresne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LATRESNE,CDC PORTES ENTRE DEUX MERS,Ecole CDC Entre 2 mers Camblanes,0,30,0,0,0,0,0,0
Saison sportive non renseignée,LATRESNE,CDC PORTES ENTRE DEUX MERS,Ecole CDC Entre 2 mers Quinsac,0,31,0,0,0,0,0,0
Saison sportive non renseignée,LATRESNE,CDC PORTES ENTRE DEUX MERS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BARP,COMMUNE DU BARP,Ecole Le Barp,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BARP,COMMUNE DU BARP,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSTA Jaures,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,COMMUNE DU BOUSCAT,Ecole Lormont J Jaures,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSCAT Lafon Feline,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSCAT CENTRE2,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSCAT Centre 1,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,STADE BORDELAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,COMMUNE DU BOUSCAT,Ecole Lormont Ctre 2,0,23,0,0,0,0,0,0
Saison sportive non renseignée,LE-BOUSCAT,COMMUNE DU BOUSCAT,Ecole Lormont Ctre 1,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,EMS ASH 1 Luz,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,EMS ASH Bel Air 2,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,Ecole du Haillan Jeudi,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,Ecole Le HAILLAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-PIAN-MEDOC,VACANCES LOISIRS DE ST PIERRE D AURILLAC,EMS AVL Pian,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-PORGE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Ecole Le porge,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-PORGE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Le Porge,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-PORGE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TEICH,COMMUNE DU TEICH,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TEICH,COMMUNE DU TEICH,Ecole du Teich,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TEICH,COMMUNE DU TEICH,EMS LE TEICH,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TEMPLE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS LE TEMPLE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TEMPLE,CENTRE D'ANIMATIONS SPORTIVES ET CULT. DE LA COMMUNE D'AVENSAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TEMPLE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TEMPLE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,X,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LE-TOURNE,CDC DU VALLON D ARTOLIE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,EMS LEGE Bourg,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,Ecole Lège Phare,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,EMS LEGE Claouey,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,EMS LEGE Phare,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,Ecole Lège Bourg,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEOGNAN,COMMUNE DE LEOGNAN,EMS LEOGNAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEOGNAN,COMMUNE DE LEOGNAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LEOGNAN,COMMUNE DE LEOGNAN,Ecole Léognan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LES-BILLAUX,COMMUNE DES BILLAUX,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LES-PEINTURES,COMMUNE DES PEINTURES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc St germain Esteuil,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc Gaillan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc Begadan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc Notre Dame,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc Civrac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC Beaugency,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc Curie,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc Couqueques,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,Ecole CDC Coeur Medoc Beaugency,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,EMS COEUR Médoc Notre Dame,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LESPARRE-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR Médoc P.M Curie,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LIBOURNE,COMMUNE DE LIBOURNE,Ecole Libourne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LIBOURNE,COMMUNE DE LIBOURNE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LIBOURNE,COMMUNE DE LIBOURNE,EMS LIBOURNE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LIBOURNE,COMMUNE DE LIBOURNE,Libourne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LIGNAN-DE-BORDEAUX,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LIGNAN-DE-BORDEAUX,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC Lignan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LISTRAC-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LISTRAC-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Ecole Listrac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LISTRAC-MEDOC,CENTRE D'ANIMATIONS SPORTIVES ET CULT. DE LA COMMUNE D'AVENSAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LISTRAC-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Listrac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,Ecole Lormont Curie,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,EMS LORMONT M.Curie,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Mercredi,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Condorcet,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,EMS LORMONT PAGNOL,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,Ecole Camus,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Paul Fort et Romain Rolland,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,SPORT POUR TOUS LORMONT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,Ecole Lormont Pagnol,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,Ecole Lormont Fort/Rolland,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Rostand,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,Ecole Lormont Mercredi,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Camus,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUDON-MEDOC,COMMUNE DE LUDON MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUDON-MEDOC,COMMUNE DE LUDON MEDOC,EMS LUDON,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUDON-MEDOC,COMMUNE DE LUDON MEDOC,Ecole Ludon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUGON-ET-L'ILE-DU-CARNAY,CDC DU FRONSADAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUGON-ET-L'ILE-DU-CARNAY,CDC DU FRONSADAIS,EMS CDC Fronsac Lugon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUGON-ET-L'ILE-DU-CARNAY,CDC DU FRONSADAIS,Ecole CDC Fronsac Lugon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUSSAC,COMMUNE DE LUSSAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUSSAC,SIRPC LUSSAC ST CIBARD,EMS SIRP LUSSAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LUSSAC,COMMUNE DE LUSSAC,Ecole Lussac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARANSIN,SIRP DE LAPOUYADE/MARANSIN ET TIZAC DE LAPOUYADE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCENAIS,COMMUNE DE MARCENAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCENAIS,COMMUNE DE MARCENAIS,EMS MARCENAIS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCENAIS,COMMUNE DE MARCENAIS,Ecole Marcenais,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCHEPRIME,CLUB DES ECUREUILS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCHEPRIME,CLUB DES ECUREUILS,Ecole Eveil Club des Ecureuils,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCHEPRIME,COMMUNE DE MARCHEPRIME,EMS MARCHEPRIME,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCHEPRIME,CLUB DES ECUREUILS,EMS CLUB ECUREUILS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARCILLAC,CDC DE L'ESTUAIRE-CANTON DE ST CIERS S/GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARGUERON,CDC DU PAYS FOYEN,EMS CDC Pays Foyen Margueron,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARGUERON,CDC DU PAYS FOYEN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARGUERON,SIVOS DE LA ROQUILLE MARGUERON LIGUEUX,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARGUERON,CDC DU PAYS FOYEN,Ecole CDC Pays Foyen Margueron,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARTIGNAS-SUR-JALLE,ASS SPORTIVE OMNISPORTS DE MARTIGNAS,EMS A.S MARTIGNAS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARTIGNAS-SUR-JALLE,ASS SPORTIVE OMNISPORTS DE MARTIGNAS,Ecole AS Martignas,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARTIGNAS-SUR-JALLE,ASS SPORTIVE OMNISPORTS DE MARTIGNAS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARTILLAC,COMMUNE DE MARTILLAC,Martillac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARTILLAC,COMMUNE DE MARTILLAC,Ecole Martillac,0,33,0,0,0,0,0,0
Saison sportive non renseignée,MARTILLAC,COMMUNE DE MARTILLAC,EMS MARTILLAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MARTILLAC,COMMUNE DE MARTILLAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MAURIAC,CDC DU PAYS SAUVETERROIS,EMS CDC SAUVETERRE Mauriac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,GUYENNE HANDISCOLE SPORT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,EMS SAM HANDISCOLE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,GUYENNE HANDISCOLE SPORT,Ecole Handiscole sport SAM,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,AMICALE LAIQUE LA GLACIERE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,ARTS ET LOISIRS ARLAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,CL2V MJC CENTRE SOCIAL BORDEAUX CAUDERAN,Ecole MJC CL2V Bordeaux,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,EMS SAM EVEIL,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,ARTS ET LOISIRS ARLAC,Ecole Arts et loisirs Arlac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,ARTS ET LOISIRS ARLAC,EMS ARLAC ET LOISIRS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,CL2V MJC CENTRE SOCIAL BORDEAUX CAUDERAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,AMICALE LAIQUE LA GLACIERE,EMS AMICALE LAIQUE GLACIERE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,AMICALE LAIQUE LA GLACIERE,Ecole La Glacière,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,Ecole du SAM,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOMBRIER,SIRP MOMBRIER ST TROJAN SAMONAC ,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOMBRIER,SIRP MOMBRIER ST TROJAN SAMONAC ,ECole SIRP Mombrier,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOMBRIER,SIRP MOMBRIER ST TROJAN SAMONAC ,EMS SIRP MOMBRIER,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MONGAUZY,COMMUNE DE MONGAUZY,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MONGAUZY,COMMUNE DE MONGAUZY,EMS MONGAUZY,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MONGAUZY,COMMUNE DE MONGAUZY,Ecole Mongauzy,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MONTAGNE,COMMUNE DE MONTAGNE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MONTUSSAN,COMMUNE DE MONTUSSAN,EMS MONTUSSAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MONTUSSAN,COMMUNE DE MONTUSSAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MONTUSSAN,COMMUNE DE MONTUSSAN,Ecole Montussan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MORIZES,SYNDICAT INTERCOMMUNAL BACALOMO,EMS SI BACALOMO,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOULIS-EN-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Moulis,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOULIS-EN-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Ecole Moulis,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOULIS-EN-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOURENS,CDC DU PAYS SAUVETERROIS,CDC SAUVETERRE Mourens,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOURENS,CDC DU PAYS SAUVETERROIS,EMS CDC SAUVETERRE Mourens,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOURENS,SIRP DU HAUT BENAUGE ,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,MOURENS,SIRP DU HAUT BENAUGE ,Ecole SIRP du Haut Benauge,0,0,0,0,0,0,0,0
Saison sportive non renseignée,NOAILLAN,CDC DE VILLANDRAUT,EMS CDC VILLANDRAUT Noaillan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,NOAILLAN,CDC DE VILLANDRAUT,Ecole CDC Villandraut,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAILLET,CDC DU VALLON D ARTOLIE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAREMPUYRE,COMMUNE DE PAREMPUYRE,EMS PAREMPUYRE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAREMPUYRE,COMMUNE DE PAREMPUYRE,Ecole Parempuyre,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAREMPUYRE,COMMUNE DE PAREMPUYRE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC Hauteville,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,CDC DU CENTRE MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC ST LAMBERT,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,OFFICE MUNICIPAL DES SPORTS DE PAUILLAC,EMS OMS PAUILLAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC MOUSSET,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,STADE PAUILLACAIS INDEPENDANT CLUB,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,CDC DU CENTRE MEDOC,Ecole CDC Ctre Médoc St Lambert,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,CDC DU CENTRE MEDOC,Ecole CDC Ctre Médoc Mousset,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PAUILLAC,CDC DU CENTRE MEDOC,Ecole CDC Ctre Médoc Hauteville,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PELLEGRUE,CDC DU PAYS DE PELLEGRUE,Ecole CDC Pays Pellegrue,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PELLEGRUE,CDC DU PAYS DE PELLEGRUE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PELLEGRUE,CDC DU PAYS DE PELLEGRUE,EMS CDC PELLEGRUE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PERISSAC,SI REGROUPEMENT PEDAGOG PERISSAC ST CIERS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,OFFICE MUNICIPAL DU SPORT PESSAC,Ecole St Exupéry Pessac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,GUYENNE HANDISCOLE SPORT,Ecole Handiscole sport BEC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,GUYENNE HANDISCOLE SPORT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,STADE PESSACAIS UNION CLUB,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,STADE PESSACAIS UNION CLUB,Ecole SPUC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,ASS SPORTIVE CULTURELLE PESSAC ALOUETTE,EMS ASCPA,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,STADE PESSACAIS UNION CLUB,EMS SPUC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,ASS SPORTIVE CULTURELLE PESSAC ALOUETTE,Ecole ASCPA Pessac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,ASS SPORTIVE CULTURELLE PESSAC ALOUETTE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,OFFICE MUNICIPAL DU SPORT PESSAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PESSAC,OFFICE MUNICIPAL DU SPORT PESSAC,EMS OMS PESSAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PINEUILH,CDC DU PAYS FOYEN,Ecole CDC Pays Foyen Du Port,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PINEUILH,CDC DU PAYS FOYEN,EMS CDC Pays Foyen Pineuilh,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PINEUILH,CDC DU PAYS FOYEN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PINEUILH,CDC DU PAYS FOYEN,Ecole CDC Pays Foyen Pineuilh,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PLASSAC,COMMUNE DE PLASSAC,EMS PLASSAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PLASSAC,COMMUNE DE PLASSAC,Ecole Plassac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PLASSAC,COMMUNE DE PLASSAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PONDAURAT,SOLID'AVENIR,EMS ASSO SOLID AVENIR,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PRIGNAC-ET-MARCAMPS,COMMUNE DE PRIGNAC ET MARCAMPS,EMS Prignac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PRIGNAC-ET-MARCAMPS,COMMUNE DE PRIGNAC ET MARCAMPS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PRIGNAC-ET-MARCAMPS,COMMUNE DE PRIGNAC ET MARCAMPS,Ecole Prignac et Marcamps,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PUGNAC,COMMUNE DE PUGNAC,EMS PUGNAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PUGNAC,COMMUNE DE PUGNAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PUGNAC,COMMUNE DE PUGNAC,Ecole Pugnac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PUISSEGUIN-MONBADON,COMMUNE DE PUISSEGUIN,EMS PUISSEGUIN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PUISSEGUIN-MONBADON,CONSEIL PARENTS D'ELEVES ECOLE PUBLIQUE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,PUISSEGUIN-MONBADON,COMMUNE DE PUISSEGUIN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,QUEYRAC,TENNIS CLUB DE QUEYRAC,EMS TC QUEYRAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,QUEYRAC,TENNIS CLUB DE QUEYRAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,QUEYRAC,TENNIS CLUB DE QUEYRAC,Ecole TC Queyrac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,QUINSAC,CDC PORTES ENTRE DEUX MERS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,QUINSAC,CDC PORTES ENTRE DEUX MERS,EMS CDC ENTRE 2 MERS Quinsac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,RAUZAN,SIRP JUGAZAN RAUZAN BELLFOND,EMS SIRP Rauzan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,REIGNAC,CDC DE L'ESTUAIRE-CANTON DE ST CIERS S/GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,RIONS,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE Rions,0,0,0,0,0,0,0,0
Saison sportive non renseignée,RIONS,CDC DU VALLON D ARTOLIE,Ecole CDC Vallon Artolie Rions,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ROMAGNE,COMMUNE DE ROMAGNE,Ecole Romagne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ROMAGNE,COMMUNE DE ROMAGNE,EMS ROMAGNE Mercredi,0,0,0,0,0,0,0,0
